* Sea-Bird SBE37 Data File:
* FileName = C:\BOEM\SB37\BOEMTest1_062923_063023\SB37_BOEMtest1.0.asc
* Software Version 1.59
* Temperature SN = 1308
* Conductivity SN = 1308
* System UpLoad Time = Jun 30 2023 14:31:26
** BOEMTest1
* ds
* SBE37-SM V 2.6b  SERIAL NO. 1308    30 Jun 2023  14:30:51
* not logging: received stop command
* sample interval = 60 seconds
* samplenumber = 1705, free = 188945
* do not transmit real-time data
* output salinity with each sample
* do not output sound velocity with each sample
* store time with each sample
* number of samples to average = 1
* serial sync mode disabled
* wait time after serial sync sampling = 30 seconds
* internal pump is installed
* temperature = 25.75 deg C

* S>
* SBE37-SM V 2.6b  1308
* temperature:  09-jan-14
*     TA0 = -1.041479e-04
*     TA1 = 3.070688e-04
*     TA2 = -4.447841e-06
*     TA3 = 1.996867e-07
* conductivity:  09-jan-14
*     G = -1.052229e+00
*     H = 1.583344e-01
*     I = -3.976814e-05
*     J = 3.120246e-05
*     CPCOR = -9.570000e-08
*     CTCOR = 3.250000e-06
*     WBOTC = -2.976320e-05
* pressure S/N 3804072, range = 160 psia:  06-jan-14
*     PA0 = -1.023833e-01
*     PA1 = 6.955435e-03
*     PA2 = -1.840500e-09
*     PTCA0 = 8.236864e+01
*     PTCA1 = -7.817787e-01
*     PTCA2 = 4.657767e-03
*     PTCSB0 = 2.503525e+01
*     PTCSB1 = -5.500000e-04
*     PTCSB2 = 0.000000e+00
*     POFFSET = 0.000000e+00
* rtc:  09-jan-14
*     RTCA0 = 1.000002e+00
*     RTCA1 = 1.631725e-06
*     RTCA2 = -3.431964e-08

* S> 
*END*
start time =  29 Jun 2023  10:00:01
sample interval = 60 seconds
start sample number = 1
 26.3663, 5.54966,   15.165,  35.7147, 30 Jun 2023, 00:57:01
 26.3657, 5.54971,   15.086,  35.7156, 30 Jun 2023, 00:58:01
 26.3652, 5.54969,   15.138,  35.7158, 30 Jun 2023, 00:59:01
 26.3647, 5.54964,   15.034,  35.7159, 30 Jun 2023, 01:00:01
 26.3645, 5.54962,   15.250,  35.7158, 30 Jun 2023, 01:01:01
 26.3629, 5.54957,   15.216,  35.7167, 30 Jun 2023, 01:02:01
 26.3650, 5.54955,   15.232,  35.7149, 30 Jun 2023, 01:03:01
 26.3638, 5.54951,   15.099,  35.7156, 30 Jun 2023, 01:04:01
 26.3626, 5.54948,   15.034,  35.7163, 30 Jun 2023, 01:05:01
 26.3643, 5.54955,   15.187,  35.7155, 30 Jun 2023, 01:06:01
 26.3643, 5.54960,   15.160,  35.7159, 30 Jun 2023, 01:07:01
 26.3644, 5.54962,   15.277,  35.7159, 30 Jun 2023, 01:08:01
 26.3646, 5.54960,   15.173,  35.7156, 30 Jun 2023, 01:09:01
 26.3650, 5.54966,   15.173,  35.7157, 30 Jun 2023, 01:10:01
 26.3681, 5.54977,   15.194,  35.7141, 30 Jun 2023, 01:11:01
 26.3677, 5.54987,   15.156,  35.7152, 30 Jun 2023, 01:12:01
 26.3683, 5.55002,   15.185,  35.7158, 30 Jun 2023, 01:13:01
 26.3677, 5.55009,   15.160,  35.7168, 30 Jun 2023, 01:14:01
 26.3677, 5.55018,   15.165,  35.7174, 30 Jun 2023, 01:15:01
 26.3686, 5.55017,   15.297,  35.7166, 30 Jun 2023, 01:16:01
 26.3663, 5.55016,   15.048,  35.7184, 30 Jun 2023, 01:17:01
 26.3661, 5.55014,   15.221,  35.7184, 30 Jun 2023, 01:18:01
 26.3656, 5.55013,   15.129,  35.7187, 30 Jun 2023, 01:19:01
 26.3651, 5.55009,   14.989,  35.7188, 30 Jun 2023, 01:20:01
 26.3665, 5.55015,   15.232,  35.7181, 30 Jun 2023, 01:21:01
 26.3684, 5.55026,   15.189,  35.7175, 30 Jun 2023, 01:22:01
 26.3661, 5.55027,   15.325,  35.7193, 30 Jun 2023, 01:23:01
 26.3676, 5.55031,   15.201,  35.7184, 30 Jun 2023, 01:24:01
 26.3688, 5.55037,   15.441,  35.7179, 30 Jun 2023, 01:25:01
 26.3667, 5.55035,   15.185,  35.7194, 30 Jun 2023, 01:26:01
 26.3666, 5.55038,   15.273,  35.7197, 30 Jun 2023, 01:27:01
 26.3674, 5.55042,   15.164,  35.7194, 30 Jun 2023, 01:28:01
 26.3672, 5.55042,   15.288,  35.7195, 30 Jun 2023, 01:29:01
 26.3662, 5.55040,   15.239,  35.7202, 30 Jun 2023, 01:30:01
 26.3668, 5.55035,   15.156,  35.7194, 30 Jun 2023, 01:31:01
 26.3652, 5.55035,   15.315,  35.7205, 30 Jun 2023, 01:32:01
 26.3655, 5.55031,   15.291,  35.7200, 30 Jun 2023, 01:33:01
 26.3639, 5.55026,   15.309,  35.7209, 30 Jun 2023, 01:34:01
 26.3641, 5.55022,   15.309,  35.7205, 30 Jun 2023, 01:35:01
 26.3638, 5.55013,   15.180,  35.7201, 30 Jun 2023, 01:36:01
 26.3631, 5.55015,   15.309,  35.7207, 30 Jun 2023, 01:37:01
 26.3651, 5.55013,   15.018,  35.7191, 30 Jun 2023, 01:38:01
 26.3634, 5.55015,   15.329,  35.7205, 30 Jun 2023, 01:39:01
 26.3654, 5.55013,   15.209,  35.7188, 30 Jun 2023, 01:40:01
 26.3647, 5.55020,   15.333,  35.7198, 30 Jun 2023, 01:41:01
 26.3642, 5.55020,   15.149,  35.7203, 30 Jun 2023, 01:42:01
 26.3645, 5.55020,   15.304,  35.7200, 30 Jun 2023, 01:43:01
 26.3657, 5.55024,   15.331,  35.7194, 30 Jun 2023, 01:44:01
 26.3632, 5.55022,   15.194,  35.7212, 30 Jun 2023, 01:45:01
 26.3644, 5.55020,   15.405,  35.7201, 30 Jun 2023, 01:46:01
 26.3641, 5.55009,   15.271,  35.7195, 30 Jun 2023, 01:47:01
 26.3646, 5.55017,   15.471,  35.7197, 30 Jun 2023, 01:48:01
 26.3632, 5.55017,   15.347,  35.7208, 30 Jun 2023, 01:49:01
 26.3643, 5.55021,   15.453,  35.7202, 30 Jun 2023, 01:50:01
 26.3644, 5.55018,   15.369,  35.7199, 30 Jun 2023, 01:51:01
 26.3636, 5.55020,   15.201,  35.7207, 30 Jun 2023, 01:52:01
 26.3626, 5.55019,   15.424,  35.7214, 30 Jun 2023, 01:53:01
 26.3629, 5.55019,   15.298,  35.7212, 30 Jun 2023, 01:54:01
 26.3638, 5.55020,   15.414,  35.7205, 30 Jun 2023, 01:55:01
 26.3634, 5.55023,   15.500,  35.7210, 30 Jun 2023, 01:56:01
 26.3624, 5.55020,   15.482,  35.7216, 30 Jun 2023, 01:57:01
 26.3630, 5.55019,   15.385,  35.7211, 30 Jun 2023, 01:58:01
 26.3641, 5.55024,   15.424,  35.7206, 30 Jun 2023, 01:59:01
 26.3656, 5.55024,   15.394,  35.7194, 30 Jun 2023, 02:00:01
 26.3646, 5.55035,   15.297,  35.7210, 30 Jun 2023, 02:01:01
 26.3643, 5.55031,   15.316,  35.7210, 30 Jun 2023, 02:02:01
 26.3657, 5.55040,   15.367,  35.7205, 30 Jun 2023, 02:03:01
 26.3644, 5.55040,   15.503,  35.7215, 30 Jun 2023, 02:04:01
 26.3634, 5.55035,   15.480,  35.7219, 30 Jun 2023, 02:05:01
 26.3644, 5.55031,   15.358,  35.7209, 30 Jun 2023, 02:06:01
 26.3618, 5.55028,   15.408,  35.7227, 30 Jun 2023, 02:07:01
 26.3630, 5.55029,   15.399,  35.7218, 30 Jun 2023, 02:08:01
 26.3615, 5.55024,   15.318,  35.7226, 30 Jun 2023, 02:09:01
 26.3646, 5.55029,   15.284,  35.7206, 30 Jun 2023, 02:10:01
 26.3638, 5.55029,   15.360,  35.7212, 30 Jun 2023, 02:11:01
 26.3642, 5.55031,   15.405,  35.7210, 30 Jun 2023, 02:12:01
 26.3648, 5.55038,   15.489,  35.7210, 30 Jun 2023, 02:13:01
 26.3647, 5.55038,   15.410,  35.7211, 30 Jun 2023, 02:14:01
 26.3647, 5.55042,   15.414,  35.7214, 30 Jun 2023, 02:15:01
 26.3649, 5.55042,   15.414,  35.7213, 30 Jun 2023, 02:16:01
 26.3645, 5.55040,   15.388,  35.7214, 30 Jun 2023, 02:17:01
 26.3632, 5.55038,   15.405,  35.7223, 30 Jun 2023, 02:18:01
 26.3646, 5.55040,   15.543,  35.7213, 30 Jun 2023, 02:19:01
 26.3645, 5.55038,   15.471,  35.7213, 30 Jun 2023, 02:20:01
 26.3647, 5.55037,   15.532,  35.7210, 30 Jun 2023, 02:21:01
 26.3642, 5.55040,   15.473,  35.7216, 30 Jun 2023, 02:22:01
 26.3633, 5.55038,   15.525,  35.7222, 30 Jun 2023, 02:23:01
 26.3664, 5.55042,   15.505,  35.7201, 30 Jun 2023, 02:24:01
 26.3644, 5.55042,   15.300,  35.7217, 30 Jun 2023, 02:25:01
 26.3634, 5.55042,   15.498,  35.7224, 30 Jun 2023, 02:26:01
 26.3651, 5.55044,   15.417,  35.7212, 30 Jun 2023, 02:27:01
 26.3633, 5.55046,   15.606,  35.7227, 30 Jun 2023, 02:28:01
 26.3647, 5.55046,   15.611,  35.7216, 30 Jun 2023, 02:29:01
 26.3636, 5.55048,   15.451,  35.7227, 30 Jun 2023, 02:30:01
 26.3650, 5.55048,   15.442,  35.7216, 30 Jun 2023, 02:31:01
 26.3637, 5.55048,   15.462,  35.7226, 30 Jun 2023, 02:32:01
 26.3628, 5.55044,   15.455,  35.7230, 30 Jun 2023, 02:33:01
 26.3649, 5.55040,   15.379,  35.7211, 30 Jun 2023, 02:34:01
 26.3667, 5.55048,   15.503,  35.7203, 30 Jun 2023, 02:35:01
 26.3647, 5.55053,   15.712,  35.7221, 30 Jun 2023, 02:36:01
 26.3654, 5.55053,   15.521,  35.7216, 30 Jun 2023, 02:37:01
 26.3655, 5.55049,   15.568,  35.7213, 30 Jun 2023, 02:38:01
 26.3637, 5.55049,   15.457,  35.7227, 30 Jun 2023, 02:39:01
 26.3643, 5.55048,   15.554,  35.7221, 30 Jun 2023, 02:40:01
 26.3665, 5.55053,   15.613,  35.7208, 30 Jun 2023, 02:41:01
 26.3659, 5.55051,   15.464,  35.7211, 30 Jun 2023, 02:42:01
 26.3652, 5.55055,   15.610,  35.7219, 30 Jun 2023, 02:43:01
 26.3638, 5.55049,   15.665,  35.7225, 30 Jun 2023, 02:44:01
 26.3630, 5.55042,   15.538,  35.7227, 30 Jun 2023, 02:45:01
 26.3628, 5.55037,   15.656,  35.7225, 30 Jun 2023, 02:46:01
 26.3638, 5.55033,   15.646,  35.7214, 30 Jun 2023, 02:47:01
 26.3656, 5.55037,   15.700,  35.7203, 30 Jun 2023, 02:48:01
 26.3661, 5.55042,   15.608,  35.7203, 30 Jun 2023, 02:49:01
 26.3629, 5.55044,   15.593,  35.7229, 30 Jun 2023, 02:50:01
 26.3646, 5.55042,   15.557,  35.7214, 30 Jun 2023, 02:51:01
 26.3650, 5.55042,   15.478,  35.7212, 30 Jun 2023, 02:52:01
 26.3648, 5.55046,   15.592,  35.7216, 30 Jun 2023, 02:53:01
 26.3634, 5.55046,   15.775,  35.7226, 30 Jun 2023, 02:54:01
 26.3645, 5.55044,   15.426,  35.7217, 30 Jun 2023, 02:55:01
 26.3645, 5.55046,   15.557,  35.7218, 30 Jun 2023, 02:56:01
 26.3659, 5.55044,   15.496,  35.7206, 30 Jun 2023, 02:57:01
 26.3636, 5.55046,   15.680,  35.7225, 30 Jun 2023, 02:58:01
 26.3664, 5.55048,   15.568,  35.7205, 30 Jun 2023, 02:59:01
 26.3683, 5.55057,   15.602,  35.7196, 30 Jun 2023, 03:00:01
 26.3676, 5.55065,   15.572,  35.7208, 30 Jun 2023, 03:01:01
 26.3683, 5.55071,   15.753,  35.7206, 30 Jun 2023, 03:02:00
 26.3677, 5.55073,   15.608,  35.7213, 30 Jun 2023, 03:03:00
 26.3645, 5.55069,   15.514,  35.7235, 30 Jun 2023, 03:04:00
 26.3656, 5.55062,   15.620,  35.7221, 30 Jun 2023, 03:05:00
 26.3650, 5.55055,   15.750,  35.7220, 30 Jun 2023, 03:06:00
 26.3643, 5.55053,   15.572,  35.7225, 30 Jun 2023, 03:07:00
 26.3661, 5.55048,   15.599,  35.7207, 30 Jun 2023, 03:08:00
 26.3653, 5.55053,   15.658,  35.7217, 30 Jun 2023, 03:09:00
 26.3651, 5.55049,   15.608,  35.7215, 30 Jun 2023, 03:10:00
 26.3648, 5.55046,   15.586,  35.7216, 30 Jun 2023, 03:11:00
 26.3642, 5.55046,   15.649,  35.7220, 30 Jun 2023, 03:12:00
 26.3652, 5.55045,   15.484,  35.7212, 30 Jun 2023, 03:13:00
 26.3639, 5.55044,   15.620,  35.7221, 30 Jun 2023, 03:14:00
 26.3640, 5.55046,   15.649,  35.7222, 30 Jun 2023, 03:15:00
 26.3647, 5.55046,   15.753,  35.7216, 30 Jun 2023, 03:16:00
 26.3658, 5.55046,   15.660,  35.7208, 30 Jun 2023, 03:17:00
 26.3665, 5.55046,   15.854,  35.7202, 30 Jun 2023, 03:18:00
 26.3642, 5.55048,   15.759,  35.7221, 30 Jun 2023, 03:19:00
 26.3629, 5.55038,   15.800,  35.7224, 30 Jun 2023, 03:20:00
 26.3638, 5.55033,   15.667,  35.7214, 30 Jun 2023, 03:21:00
 26.3622, 5.55029,   15.543,  35.7224, 30 Jun 2023, 03:22:00
 26.3600, 5.55028,   15.644,  35.7240, 30 Jun 2023, 03:23:00
 26.3625, 5.55020,   15.595,  35.7215, 30 Jun 2023, 03:24:00
 26.3621, 5.55022,   15.608,  35.7219, 30 Jun 2023, 03:25:00
 26.3628, 5.55029,   15.512,  35.7219, 30 Jun 2023, 03:26:00
 26.3647, 5.55037,   15.779,  35.7209, 30 Jun 2023, 03:27:00
 26.3661, 5.55048,   15.795,  35.7206, 30 Jun 2023, 03:28:00
 26.3633, 5.55048,   15.764,  35.7228, 30 Jun 2023, 03:29:00
 26.3655, 5.55042,   15.705,  35.7207, 30 Jun 2023, 03:30:00
 26.3662, 5.55053,   15.622,  35.7210, 30 Jun 2023, 03:31:00
 26.3670, 5.55055,   15.660,  35.7205, 30 Jun 2023, 03:32:00
 26.3665, 5.55062,   15.807,  35.7213, 30 Jun 2023, 03:33:00
 26.3682, 5.55065,   15.730,  35.7203, 30 Jun 2023, 03:34:00
 26.3672, 5.55060,   15.662,  35.7207, 30 Jun 2023, 03:35:00
 26.3677, 5.55064,   15.620,  35.7206, 30 Jun 2023, 03:36:00
 26.3680, 5.55071,   15.687,  35.7209, 30 Jun 2023, 03:37:00
 26.3663, 5.55069,   15.852,  35.7220, 30 Jun 2023, 03:38:00
 26.3667, 5.55066,   15.631,  35.7215, 30 Jun 2023, 03:39:00
 26.3628, 5.55053,   15.797,  35.7236, 30 Jun 2023, 03:40:00
 26.3595, 5.55029,   15.726,  35.7244, 30 Jun 2023, 03:41:00
 26.3657, 5.55026,   15.716,  35.7194, 30 Jun 2023, 03:42:00
 26.3674, 5.55038,   15.755,  35.7189, 30 Jun 2023, 03:43:00
 26.3673, 5.55051,   15.813,  35.7199, 30 Jun 2023, 03:44:00
 26.3662, 5.55057,   15.610,  35.7213, 30 Jun 2023, 03:45:00
 26.3649, 5.55055,   15.762,  35.7221, 30 Jun 2023, 03:46:00
 26.3631, 5.55046,   15.539,  35.7229, 30 Jun 2023, 03:47:00
 26.3660, 5.55040,   15.624,  35.7202, 30 Jun 2023, 03:48:00
 26.3611, 5.55038,   15.762,  35.7238, 30 Jun 2023, 03:49:00
 26.3628, 5.55031,   15.710,  35.7220, 30 Jun 2023, 03:50:00
 26.3682, 5.55038,   15.750,  35.7183, 30 Jun 2023, 03:51:00
 26.3671, 5.55049,   15.570,  35.7200, 30 Jun 2023, 03:52:00
 26.3694, 5.55057,   15.692,  35.7188, 30 Jun 2023, 03:53:00
 26.3680, 5.55067,   15.669,  35.7206, 30 Jun 2023, 03:54:00
 26.3691, 5.55066,   15.789,  35.7196, 30 Jun 2023, 03:55:00
 26.3691, 5.55075,   15.847,  35.7202, 30 Jun 2023, 03:56:00
 26.3672, 5.55071,   15.730,  35.7215, 30 Jun 2023, 03:57:00
 26.3681, 5.55066,   15.602,  35.7205, 30 Jun 2023, 03:58:00
 26.3686, 5.55067,   15.685,  35.7201, 30 Jun 2023, 03:59:00
 26.3641, 5.55058,   15.829,  35.7229, 30 Jun 2023, 04:00:00
 26.3636, 5.55037,   15.746,  35.7218, 30 Jun 2023, 04:01:00
 26.3610, 5.55028,   15.800,  35.7232, 30 Jun 2023, 04:02:00
 26.3640, 5.55024,   15.689,  35.7206, 30 Jun 2023, 04:03:00
 26.3661, 5.55031,   15.735,  35.7194, 30 Jun 2023, 04:04:00
 26.3666, 5.55038,   15.786,  35.7195, 30 Jun 2023, 04:05:00
 26.3687, 5.55047,   15.673,  35.7186, 30 Jun 2023, 04:06:00
 26.3698, 5.55055,   15.728,  35.7183, 30 Jun 2023, 04:07:00
 26.3697, 5.55064,   15.786,  35.7190, 30 Jun 2023, 04:08:00
 26.3699, 5.55071,   15.689,  35.7194, 30 Jun 2023, 04:09:00
 26.3708, 5.55077,   15.574,  35.7192, 30 Jun 2023, 04:10:00
 26.3738, 5.55091,   15.676,  35.7178, 30 Jun 2023, 04:11:00
 26.3731, 5.55095,   15.707,  35.7186, 30 Jun 2023, 04:12:00
 26.3723, 5.55095,   15.678,  35.7193, 30 Jun 2023, 04:13:00
 26.3695, 5.55089,   15.838,  35.7210, 30 Jun 2023, 04:14:00
 26.3638, 5.55069,   15.723,  35.7240, 30 Jun 2023, 04:15:00
 26.3605, 5.55047,   15.775,  35.7249, 30 Jun 2023, 04:16:00
 26.3647, 5.55037,   15.692,  35.7210, 30 Jun 2023, 04:17:00
 26.3647, 5.55029,   15.732,  35.7204, 30 Jun 2023, 04:18:00
 26.3692, 5.55043,   15.815,  35.7179, 30 Jun 2023, 04:19:00
 26.3718, 5.55056,   15.678,  35.7168, 30 Jun 2023, 04:20:00
 26.3714, 5.55077,   15.762,  35.7186, 30 Jun 2023, 04:21:00
 26.3677, 5.55076,   15.590,  35.7215, 30 Jun 2023, 04:22:00
 26.3669, 5.55075,   16.056,  35.7219, 30 Jun 2023, 04:23:00
 26.3677, 5.55069,   15.755,  35.7209, 30 Jun 2023, 04:24:00
 26.3667, 5.55058,   15.637,  35.7210, 30 Jun 2023, 04:25:01
 26.3670, 5.55058,   15.840,  35.7206, 30 Jun 2023, 04:26:01
 26.3676, 5.55058,   15.709,  35.7202, 30 Jun 2023, 04:27:01
 26.3671, 5.55055,   15.592,  35.7204, 30 Jun 2023, 04:28:01
 26.3681, 5.55057,   15.732,  35.7198, 30 Jun 2023, 04:29:01
 26.3698, 5.55064,   15.644,  35.7190, 30 Jun 2023, 04:30:01
 26.3716, 5.55071,   15.707,  35.7181, 30 Jun 2023, 04:31:01
 26.3680, 5.55076,   15.843,  35.7212, 30 Jun 2023, 04:32:01
 26.3669, 5.55073,   15.827,  35.7218, 30 Jun 2023, 04:33:01
 26.3695, 5.55075,   15.806,  35.7200, 30 Jun 2023, 04:34:01
 26.3675, 5.55077,   15.820,  35.7216, 30 Jun 2023, 04:35:01
 26.3626, 5.55057,   15.829,  35.7240, 30 Jun 2023, 04:36:01
 26.3587, 5.55037,   15.802,  35.7256, 30 Jun 2023, 04:37:01
 26.3589, 5.55002,   15.827,  35.7229, 30 Jun 2023, 04:38:01
 26.3595, 5.54986,   15.833,  35.7213, 30 Jun 2023, 04:39:01
 26.3599, 5.54982,   15.685,  35.7207, 30 Jun 2023, 04:40:01
 26.3558, 5.54970,   15.771,  35.7230, 30 Jun 2023, 04:41:01
 26.3529, 5.54955,   15.577,  35.7242, 30 Jun 2023, 04:42:01
 26.3544, 5.54950,   15.757,  35.7226, 30 Jun 2023, 04:43:01
 26.3575, 5.54952,   15.856,  35.7203, 30 Jun 2023, 04:44:01
 26.3553, 5.54955,   15.755,  35.7223, 30 Jun 2023, 04:45:01
 26.3583, 5.54950,   15.725,  35.7196, 30 Jun 2023, 04:46:01
 26.3556, 5.54952,   15.628,  35.7219, 30 Jun 2023, 04:47:01
 26.3585, 5.54959,   15.662,  35.7201, 30 Jun 2023, 04:48:01
 26.3617, 5.54966,   15.757,  35.7181, 30 Jun 2023, 04:49:01
 26.3535, 5.54966,   15.741,  35.7245, 30 Jun 2023, 04:50:01
 26.3511, 5.54939,   15.771,  35.7244, 30 Jun 2023, 04:51:01
 26.3519, 5.54923,   15.658,  35.7226, 30 Jun 2023, 04:52:01
 26.3465, 5.54897,   15.766,  35.7249, 30 Jun 2023, 04:53:01
 26.3430, 5.54868,   15.768,  35.7255, 30 Jun 2023, 04:54:01
 26.3505, 5.54857,   15.834,  35.7189, 30 Jun 2023, 04:55:01
 26.3403, 5.54847,   15.656,  35.7261, 30 Jun 2023, 04:56:01
 26.3454, 5.54848,   15.791,  35.7222, 30 Jun 2023, 04:57:01
 26.3491, 5.54850,   15.732,  35.7195, 30 Jun 2023, 04:58:01
 26.3477, 5.54848,   15.928,  35.7204, 30 Jun 2023, 04:59:01
 26.3458, 5.54852,   15.700,  35.7222, 30 Jun 2023, 05:00:01
 26.3518, 5.54852,   15.723,  35.7176, 30 Jun 2023, 05:01:01
 26.3557, 5.54879,   15.780,  35.7165, 30 Jun 2023, 05:02:01
 26.3502, 5.54881,   15.804,  35.7209, 30 Jun 2023, 05:03:01
 26.3492, 5.54879,   15.849,  35.7215, 30 Jun 2023, 05:04:01
 26.3482, 5.54860,   15.910,  35.7209, 30 Jun 2023, 05:05:01
 26.3542, 5.54865,   15.707,  35.7166, 30 Jun 2023, 05:06:01
 26.3533, 5.54892,   15.775,  35.7193, 30 Jun 2023, 05:07:01
 26.3477, 5.54883,   15.815,  35.7230, 30 Jun 2023, 05:08:01
 26.3477, 5.54872,   15.897,  35.7221, 30 Jun 2023, 05:09:01
 26.3512, 5.54877,   15.870,  35.7198, 30 Jun 2023, 05:10:01
 26.3500, 5.54872,   15.851,  35.7204, 30 Jun 2023, 05:11:01
 26.3511, 5.54870,   15.710,  35.7194, 30 Jun 2023, 05:12:01
 26.3432, 5.54856,   15.869,  35.7245, 30 Jun 2023, 05:13:01
 26.3441, 5.54841,   15.755,  35.7227, 30 Jun 2023, 05:14:01
 26.3541, 5.54863,   15.885,  35.7165, 30 Jun 2023, 05:15:01
 26.3501, 5.54865,   15.865,  35.7198, 30 Jun 2023, 05:16:01
 26.3454, 5.54872,   15.793,  35.7239, 30 Jun 2023, 05:17:01
 26.3464, 5.54863,   15.593,  35.7226, 30 Jun 2023, 05:18:01
 26.3482, 5.54857,   15.921,  35.7206, 30 Jun 2023, 05:19:01
 26.3454, 5.54852,   15.602,  35.7226, 30 Jun 2023, 05:20:01
 26.3451, 5.54843,   15.885,  35.7220, 30 Jun 2023, 05:21:01
 26.3445, 5.54834,   15.793,  35.7219, 30 Jun 2023, 05:22:01
 26.3470, 5.54830,   15.673,  35.7197, 30 Jun 2023, 05:23:01
 26.3455, 5.54827,   15.937,  35.7206, 30 Jun 2023, 05:24:01
 26.3440, 5.54821,   15.689,  35.7214, 30 Jun 2023, 05:25:01
 26.3446, 5.54836,   15.813,  35.7219, 30 Jun 2023, 05:26:01
 26.3461, 5.54836,   15.683,  35.7208, 30 Jun 2023, 05:27:01
 26.3484, 5.54834,   15.809,  35.7189, 30 Jun 2023, 05:28:01
 26.3452, 5.54832,   15.694,  35.7212, 30 Jun 2023, 05:29:01
 26.3431, 5.54827,   15.924,  35.7224, 30 Jun 2023, 05:30:01
 26.3523, 5.54839,   15.725,  35.7162, 30 Jun 2023, 05:31:01
 26.3504, 5.54845,   15.761,  35.7181, 30 Jun 2023, 05:32:01
 26.3462, 5.54846,   15.791,  35.7214, 30 Jun 2023, 05:33:01
 26.3476, 5.54841,   15.849,  35.7200, 30 Jun 2023, 05:34:01
 26.3487, 5.54846,   15.861,  35.7195, 30 Jun 2023, 05:35:01
 26.3468, 5.54841,   15.905,  35.7206, 30 Jun 2023, 05:36:01
 26.3499, 5.54850,   15.836,  35.7188, 30 Jun 2023, 05:37:01
 26.3460, 5.54846,   15.685,  35.7216, 30 Jun 2023, 05:38:01
 26.3503, 5.54848,   15.619,  35.7185, 30 Jun 2023, 05:39:01
 26.3462, 5.54846,   15.825,  35.7214, 30 Jun 2023, 05:40:01
 26.3438, 5.54839,   15.795,  35.7228, 30 Jun 2023, 05:41:01
 26.3459, 5.54839,   15.761,  35.7212, 30 Jun 2023, 05:42:01
 26.3450, 5.54830,   15.610,  35.7213, 30 Jun 2023, 05:43:01
 26.3455, 5.54823,   15.676,  35.7204, 30 Jun 2023, 05:44:01
 26.3445, 5.54814,   15.788,  35.7204, 30 Jun 2023, 05:45:01
 26.3433, 5.54816,   15.705,  35.7215, 30 Jun 2023, 05:46:01
 26.3435, 5.54807,   15.737,  35.7207, 30 Jun 2023, 05:47:01
 26.3437, 5.54803,   15.642,  35.7203, 30 Jun 2023, 05:48:01
 26.3476, 5.54810,   15.514,  35.7178, 30 Jun 2023, 05:49:01
 26.3448, 5.54805,   15.507,  35.7196, 30 Jun 2023, 05:50:01
 26.3432, 5.54805,   15.602,  35.7209, 30 Jun 2023, 05:51:01
 26.3417, 5.54797,   15.732,  35.7214, 30 Jun 2023, 05:52:01
 26.3414, 5.54788,   15.748,  35.7210, 30 Jun 2023, 05:53:01
 26.3421, 5.54787,   15.685,  35.7204, 30 Jun 2023, 05:54:01
 26.3451, 5.54796,   15.707,  35.7187, 30 Jun 2023, 05:55:01
 26.3420, 5.54792,   15.615,  35.7208, 30 Jun 2023, 05:56:01
 26.3416, 5.54787,   15.644,  35.7208, 30 Jun 2023, 05:57:01
 26.3416, 5.54779,   15.432,  35.7203, 30 Jun 2023, 05:58:01
 26.3425, 5.54781,   15.780,  35.7196, 30 Jun 2023, 05:59:01
 26.3437, 5.54788,   15.656,  35.7192, 30 Jun 2023, 06:00:01
 26.3435, 5.54794,   15.800,  35.7198, 30 Jun 2023, 06:01:01
 26.3432, 5.54788,   15.723,  35.7196, 30 Jun 2023, 06:02:01
 26.3405, 5.54779,   15.752,  35.7210, 30 Jun 2023, 06:03:01
 26.3411, 5.54768,   15.583,  35.7198, 30 Jun 2023, 06:04:01
 26.3425, 5.54776,   15.735,  35.7192, 30 Jun 2023, 06:05:01
 26.3411, 5.54774,   15.633,  35.7202, 30 Jun 2023, 06:06:01
 26.3410, 5.54770,   15.741,  35.7200, 30 Jun 2023, 06:07:01
 26.3450, 5.54778,   15.692,  35.7175, 30 Jun 2023, 06:08:01
 26.3466, 5.54783,   15.644,  35.7166, 30 Jun 2023, 06:09:01
 26.3449, 5.54796,   15.606,  35.7189, 30 Jun 2023, 06:10:01
 26.3436, 5.54796,   15.701,  35.7198, 30 Jun 2023, 06:11:01
 26.3413, 5.54788,   15.746,  35.7210, 30 Jun 2023, 06:12:01
 26.3413, 5.54779,   15.669,  35.7204, 30 Jun 2023, 06:13:01
 26.3399, 5.54770,   15.586,  35.7209, 30 Jun 2023, 06:14:01
 26.3392, 5.54766,   15.642,  35.7211, 30 Jun 2023, 06:15:01
 26.3417, 5.54765,   15.770,  35.7191, 30 Jun 2023, 06:16:01
 26.3400, 5.54767,   15.678,  35.7206, 30 Jun 2023, 06:17:01
 26.3437, 5.54767,   15.644,  35.7177, 30 Jun 2023, 06:18:01
 26.3407, 5.54763,   15.723,  35.7197, 30 Jun 2023, 06:19:01
 26.3437, 5.54768,   15.777,  35.7177, 30 Jun 2023, 06:20:01
 26.3423, 5.54778,   15.719,  35.7196, 30 Jun 2023, 06:21:01
 26.3460, 5.54788,   15.638,  35.7174, 30 Jun 2023, 06:22:01
 26.3464, 5.54796,   15.640,  35.7177, 30 Jun 2023, 06:23:01
 26.3407, 5.54788,   15.565,  35.7216, 30 Jun 2023, 06:24:01
